grid_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,median,cluster
11888,0.6999999999999998,0.6999999999999998,0.9999999999999998,0.5999999999999999,0.5999999999999999,0.9999999999999998,0.9999999999999998,0.4999999999999999,0.7999999999999998,0.4999999999999999,0.1999999999999999,0.1,0.2999999999999999,0.2999999999999999,0.4545454545454544,0.2999999999999999,0.4444444444444444,0.4999999999999999,0.2999999999999999,0.4999999999999999,0.1999999999999999,0.6999999999999998,0.6999999999999998,0.5999999999999999,0.6999999999999998,0.6999999999999998,0.7999999999999998,0.8999999999999998,0.8999999999999998,0.9999999999999998,0.7999999999999998,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.4999999999999999,0.1,0.4999999999999999,0.4999999999999999,0.4444444444444444,0.2999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.2999999999999999,0.2999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.4999999999999999,2
12227,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.8499999999999999,0.6999999999999998,0.7999999999999998,0.1,0.4999999999999999,0.4999999999999999,0.6999999999999998,0.3333333333333333,0.2999999999999999,0.2222222222222221,0.4999999999999999,0.1,0.5999999999999999,0.1,0.6999999999999998,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.8999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.1999999999999999,0.5999999999999999,0.3999999999999999,0.6999999999999998,0.3999999999999999,0.5555555555555555,0.3999999999999999,0.3999999999999999,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.5999999999999999,2
12400,0.5999999999999999,0.5999999999999999,0.9999999999999998,0.5999999999999999,0.9999999999999998,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.6999999999999998,0.6999999999999998,0.4999999999999999,0.6999999999999998,0.2999999999999999,0.5999999999999999,0.1999999999999999,0.1999999999999999,0.4999999999999999,0.5999999999999999,0.4999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.9999999999999998,0.5999999999999999,0.5999999999999999,0.4999999999999999,0.4999999999999999,0.6999999999999998,0.2999999999999999,0.5999999999999999,0.4999999999999999,0.1,0.4999999999999999,0.4999999999999999,0.5999999999999999,0.4999999999999999,0.5999999999999999,0.4999999999999999,0.5999999999999999,0.6999999999999998,0.3999999999999999,0.5999999999999999,0.8999999999999998,0.5999999999999999,2
13085,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.5999999999999999,0.9999999999999998,0.6999999999999998,0.6999999999999998,0.8999999999999998,0.4999999999999999,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.4999999999999999,0.6999999999999998,0.1999999999999999,0.5999999999999999,0.1,0.6999999999999998,0.6999999999999998,0.3999999999999999,0.6999999999999998,0.7999999999999998,0.5999999999999999,0.8999999999999998,0.8999999999999998,0.5999999999999999,0.7999999999999998,0.7999999999999998,0.9999999999999998,0.6999999999999998,0.9999999999999998,0.6999999999999998,0.1,0.6999999999999998,0.4545454545454545,0.7999999999999998,0.4444444444444444,0.6999999999999998,0.6999999999999998,0.5999999999999999,0.3999999999999999,0.6999999999999998,0.7999999999999998,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.8999999999999998,0.6999999999999998,0.6999999999999998,2
13255,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9,0.7999999999999998,0.7999999999999998,0.5999999999999999,0.7999999999999998,0.6999999999999998,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.1818181818181818,0.3333333333333333,0.5999999999999999,0.3999999999999999,0.1818181818181818,0.3999999999999999,0.7999999999999998,0.2999999999999999,0.5999999999999999,0.6999999999999998,0.7999999999999998,0.6999999999999998,0.5999999999999999,0.9999999999999998,0.9999999999999998,0.6999999999999998,0.6999999999999998,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.0,0.5999999999999999,0.4999999999999999,0.5999999999999999,0.3999999999999999,0.8999999999999998,0.9999999999999998,0.7999999999999998,0.4999999999999999,0.1,0.6999999999999998,0.6999999999999998,0.6999999999999998,2
13431,0.7999999999999998,0.7999999999999998,0.9999999999999998,0.9999999999999998,0.8999999999999998,0.8999999999999998,0.8999999999999998,0.4999999999999999,0.5999999999999999,0.4999999999999999,0.5555555555555556,0.3636363636363635,0.5999999999999999,0.3999999999999999,0.2999999999999999,0.4545454545454545,0.6363636363636362,0.7999999999999998,0.7,0.7,0.2999999999999999,0.6999999999999998,0.6999999999999998,0.7999999999999998,0.8999999999999998,0.8999999999999998,0.8999999999999998,0.9999999999999998,0.9999999999999998,0.8999999999999998,0.9999999999999998,0.9999999999999998,0.8999999999999998,0.5999999999999999,0.7999999999999998,0.5999999999999999,0.5999999999999999,0.0909090909090909,0.3999999999999999,0.7999999999999998,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.7999999999999998,0.5999999999999999,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.6999999999999998,2
13590,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.7499999999999998,0.4999999999999999,0.2999999999999999,0.8999999999999998,0.5999999999999999,0.9,0.3636363636363635,0.1,0.2999999999999999,0.6999999999999998,0.5999999999999999,0.7999999999999998,0.4444444444444444,0.2999999999999999,0.6999999999999998,0.1818181818181818,0.9999999999999998,0.9999999999999998,0.6999999999999998,0.8499999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.5999999999999999,0.9999999999999998,0.5999999999999999,0.6999999999999998,0.7999999999999998,0.2999999999999999,0.3999999999999999,0.6999999999999998,0.6999999999999998,0.2999999999999999,0.4444444444444444,0.5999999999999999,0.6999999999999998,0.7999999999999998,0.5999999999999999,0.6999999999999998,0.6999999999999998,0.5999999999999999,0.6999999999999998,2
13598,0.8999999999999998,0.8999999999999998,0.7999999999999998,0.7999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.2727272727272726,0.6666666666666666,0.2999999999999999,0.1999999999999999,0.2999999999999999,0.2222222222222221,0.6999999999999998,0.1999999999999999,0.3333333333333333,0.4999999999999999,0.3999999999999999,0.5999999999999999,0.4444444444444444,0.2999999999999999,0.6999999999999998,0.4999999999999999,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.9999999999999998,0.9999999999999998,0.7999999999999998,0.9999999999999998,0.7999999999999998,0.8999999999999998,0.7999999999999998,0.2999999999999999,0.1999999999999999,0.3999999999999999,0.1818181818181818,0.5999999999999999,0.2999999999999999,0.2999999999999999,0.2999999999999999,0.3999999999999999,0.6999999999999998,0.6999999999999998,0.1999999999999999,0.3999999999999999,0.2222222222222222,0.7999999999999998,0.5999999999999999,2
13599,0.7999999999999998,0.6999999999999998,0.6999999999999998,0.6999999999999998,0.5555555555555555,0.5999999999999999,0.6999999999999998,0.2727272727272726,0.4999999999999999,0.4999999999999999,0.2999999999999999,0.1999999999999999,0.4545454545454544,0.2999999999999999,0.4999999999999999,0.2999999999999999,0.3636363636363635,0.3999999999999999,0.4999999999999999,0.4999999999999999,0.2222222222222222,0.2727272727272726,0.2999999999999999,0.1999999999999999,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.5999999999999999,0.9999999999999998,0.5999999999999999,0.9999999999999998,0.5999999999999999,0.6999999999999998,0.5555555555555556,0.6999999999999998,0.3999999999999999,0.5999999999999999,0.5999999999999999,0.6999999999999998,0.2999999999999999,0.6999999999999998,0.5999999999999999,0.4999999999999999,0.6999999999999998,0.1,0.1818181818181818,0.1999999999999999,0.6999999999999998,0.5555555555555556,1
13602,0.3999999999999999,0.9999999999999998,0.7999999999999998,0.9999999999999998,0.7999999999999998,0.5999999999999999,0.8999999999999998,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.6999999999999998,0.6999999999999998,0.6666666666666666,0.4444444444444444,0.4999999999999999,0.7999999999999998,0.5999999999999999,0.3999999999999999,0.4545454545454545,0.5999999999999999,0.4545454545454544,0.4999999999999999,0.1,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.6999999999999998,0.5999999999999999,0.5999999999999999,0.9999999999999998,0.9999999999999998,0.7999999999999998,0.7999999999999998,0.6999999999999998,0.5999999999999999,0.6999999999999998,0.3999999999999999,0.6999999999999998,0.3636363636363635,0.5555555555555556,0.7999999999999998,0.5999999999999999,0.5999999999999999,0.4999999999999999,0.2222222222222221,0.1,0.6999999999999998,0.5999999999999999,0.5999999999999999,2
