cluster,grid_id,low_afternoon,medium_afternoon,high_afternoon,high,low,medium,p,segregation_afternoon,h,x
1,15475,0.17861901952847056,0.26050531037641583,0.5608756700951136,0.2,0.3,0.6,"[0.2, 0.3, 0.6]",0.24242424242424238,segregation_afternoon,0.24242424242424238
1,15476,0.269323355920997,0.36243179020778216,0.3682448538712208,0.3,0.4,0.4,"[0.3, 0.4, 0.4]",0.06060606060606062,segregation_afternoon,0.06060606060606062
1,15477,0.18027206488412462,0.4488857497422698,0.3708421853736056,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
1,15478,0.24312451843403754,0.3962774409282869,0.36059804063767564,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
1,15479,0.16478902428861755,0.4090807849687461,0.42613019074263636,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15480,0.14674007373414646,0.35806212978025714,0.49519779648559636,0.1,0.4,0.5,"[0.1, 0.4, 0.5]",0.26666666666666666,segregation_afternoon,0.26666666666666666
2,15481,0.12255299884113002,0.30387805406861257,0.5735689470902573,0.1,0.3,0.6,"[0.1, 0.3, 0.6]",0.3333333333333333,segregation_afternoon,0.3333333333333333
2,15482,0.13983754569056256,0.30189657672592646,0.558265877583511,0.1,0.3,0.6,"[0.1, 0.3, 0.6]",0.3333333333333333,segregation_afternoon,0.3333333333333333
2,15483,0.23916870883946847,0.400615851585123,0.3602154395754086,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15484,0.28274888380371027,0.4413005905964777,0.27595052559981187,0.3,0.4,0.3,"[0.3, 0.4, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
2,15485,0.3097726480424073,0.4755920420994981,0.21463530985809456,0.3,0.5,0.2,"[0.3, 0.5, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,15486,0.48435909767140034,0.4071886081416238,0.10845229418697604,0.5,0.4,0.1,"[0.5, 0.4, 0.1]",0.26666666666666666,segregation_afternoon,0.26666666666666666
0,15489,0.6624286901713574,0.3129055758507957,0.02466573397784698,0.7,0.3,0.0,"[0.7, 0.3, 0.0]",0.4666666666666666,segregation_afternoon,0.4666666666666666
0,15643,0.2804569438801686,0.35931575838092933,0.360227297738902,0.3,0.4,0.4,"[0.3, 0.4, 0.4]",0.06060606060606062,segregation_afternoon,0.06060606060606062
1,15646,0.24273815340620727,0.26678468430611135,0.49047716228768135,0.2,0.3,0.5,"[0.2, 0.3, 0.5]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,15648,0.2111687991280218,0.37663497765974774,0.4121962232122305,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15649,0.19828969590644466,0.3865361839689721,0.41517412012458316,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
1,15650,0.222311836667762,0.47714560930130834,0.3005425540309297,0.2,0.5,0.3,"[0.2, 0.5, 0.3]",0.19999999999999998,segregation_afternoon,0.19999999999999998
1,15651,0.17566446842303368,0.4184833769232565,0.4058521546537099,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15652,0.20049860291313587,0.37198916803484205,0.4275122290520221,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15653,0.16330327373719983,0.33251220543627036,0.5041845208265298,0.2,0.3,0.5,"[0.2, 0.3, 0.5]",0.19999999999999998,segregation_afternoon,0.19999999999999998
2,15654,0.23208660266125808,0.383622432699891,0.384290964638851,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
