cluster,time_of_day,grid_id,reason,high,low,medium
0,afternoon,13608,2,0.2222305951144485,0.4993953230475217,0.2783740818380297
0,afternoon,13608,1,0.5061138662141317,0.2473397032434861,0.2465464305423822
0,afternoon,13608,0,0.0,1.0,0.0
0,night,13765,2,0.0636368221272523,0.6145556745318141,0.3218075033409334
0,night,13765,1,0.0,0.8140706084692914,0.1859293915307086
0,night,13765,0,0.0,0.6750126133373778,0.3249873866626223
0,morning,13765,2,0.0707343340575158,0.6918592397779691,0.2374064261645148
0,morning,13765,1,0.0,0.6480699334436936,0.3519300665563063
0,morning,13765,0,0.0,0.552770630943176,0.447229369056824
0,afternoon,13765,2,0.2239498411529492,0.4549729626845515,0.3210771961624992
0,afternoon,13765,1,0.0,0.6037884519166093,0.3962115480833906
0,afternoon,13765,0,0.0,0.7158418499421858,0.2841581500578141
0,night,13766,2,0.3318206168697144,0.4891923877397234,0.1789869953905621
0,night,13766,1,0.8077678430162736,0.140902645812243,0.0513295111714832
0,night,13766,0,0.0,0.9932221398646738,0.0067778601353262
0,morning,13766,2,0.1899096966704915,0.606202649761517,0.2038876535679913
0,morning,13766,1,0.6064207042632029,0.1912983330573495,0.2022809626794475
0,morning,13766,0,0.0,0.9815126123388644,0.0184873876611356
0,afternoon,13766,2,0.1389210670485188,0.6497177431722321,0.2113611897792491
0,afternoon,13766,1,0.7729362890663383,0.1319484309103193,0.0951152800233425
0,afternoon,13766,0,0.0,0.9951912509900228,0.0048087490099771
1,night,13769,2,0.4490406479249502,0.3327402136770387,0.2182191383980108
1,night,13769,1,0.0,0.4634501641115524,0.5365498358884476
1,night,13769,0,0.0,0.7459715738588859,0.2540284261411141
1,morning,13769,2,0.2063932161706272,0.4630080895477013,0.3305986942816714
1,morning,13769,1,0.0,0.4320786013678024,0.5679213986321976
1,morning,13769,0,0.0,0.8055739412085409,0.1944260587914591
1,afternoon,13769,2,0.6077119966502593,0.2382182056464755,0.1540697977032653
1,afternoon,13769,1,0.0,0.4124935558697098,0.5875064441302902
1,afternoon,13769,0,0.0,0.7481715293404319,0.2518284706595682
1,night,13770,2,0.1268263101511549,0.5014136885329566,0.3717600013158884
1,night,13770,1,0.0798163870451833,0.61121487961456,0.3089687333402566
1,night,13770,0,0.0,0.4246628325164421,0.5753371674835579
1,morning,13770,2,0.1816959640107404,0.4663686430949184,0.3519353928943411
1,morning,13770,1,0.0256571552188036,0.714948721367626,0.2593941234135705
1,morning,13770,0,0.0,0.4256338789731694,0.5743661210268306
1,afternoon,13770,2,0.1797159290215225,0.4604452559987476,0.3598388149797298
1,afternoon,13770,1,0.1502219242684394,0.4991308536381116,0.350647222093449
1,afternoon,13770,0,0.0,0.4364975192021973,0.5635024807978026
1,night,13772,2,0.1169573768954078,0.610041331772263,0.273001291332329
1,night,13772,1,0.0,0.7675656324699219,0.232434367530078
1,night,13772,0,0.0,0.8651269760992044,0.1348730239007956
1,morning,13772,2,0.185163687097921,0.5200269480356566,0.2948093648664223
1,morning,13772,1,0.0,0.5951322127979249,0.4048677872020752
1,morning,13772,0,0.0,0.8579724989280721,0.1420275010719277
1,afternoon,13772,2,0.0720663245140996,0.5590154466638605,0.3689182288220399
1,afternoon,13772,1,0.0,0.7137479870498808,0.2862520129501192
1,afternoon,13772,0,0.0,0.8501430324877827,0.1498569675122173
0,night,13773,2,0.3466590947860228,0.3879052610838361,0.265435644130141
0,night,13773,1,0.0,0.8800024287689842,0.1199975712310158
0,night,13773,0,0.0,0.7415707099191804,0.2584292900808195
0,morning,13773,2,0.1683454160126932,0.47726649448237,0.3543880895049367
0,morning,13773,1,0.0,0.5062735224688538,0.4937264775311462
0,morning,13773,0,0.0,0.7334501893345167,0.2665498106654833
0,afternoon,13773,2,0.1590211619478944,0.5335781289807655,0.3074007090713401
0,afternoon,13773,1,0.0,0.560224427710551,0.4397755722894489
0,afternoon,13773,0,0.0,0.7640283035061356,0.2359716964938643
1,night,13775,2,0.0685602903106509,0.5550472362800286,0.3763924734093203
1,night,13775,1,0.2593882672157063,0.5691266385286424,0.1714850942556512
1,night,13775,0,0.0,0.7351006495039867,0.2648993504960133
1,morning,13775,2,0.0742439908486776,0.5937951470517717,0.3319608620995506
1,morning,13775,1,0.2840783477928271,0.4879161010373802,0.2280055511697927
1,morning,13775,0,0.0,0.7356940982079911,0.2643059017920089
1,afternoon,13775,2,0.0658090168952979,0.5951653318815646,0.3390256512231374
1,afternoon,13775,1,0.0,0.6963252418060345,0.3036747581939655
1,afternoon,13775,0,0.0,0.7970204564624193,0.2029795435375807
1,night,13776,2,0.0396694528123947,0.718775171871939,0.2415553753156663
1,night,13776,1,0.0,0.7289776272467733,0.2710223727532267
1,night,13776,0,0.0,0.8884276816057473,0.1115723183942526
1,morning,13776,2,0.0405689096450824,0.6670254502663602,0.2924056400885573
1,morning,13776,1,0.0,0.8704753820578509,0.129524617942149
1,morning,13776,0,0.0,0.9004339000628209,0.0995660999371792
1,afternoon,13776,2,0.0390815833128638,0.747873487980384,0.2130449287067521
1,afternoon,13776,1,0.0,0.7688186521047196,0.2311813478952804
1,afternoon,13776,0,0.0,0.8912032193677639,0.1087967806322361
0,night,13777,2,0.1918714383879974,0.5682007234290718,0.2399278381829306
0,night,13777,1,0.0,0.3335357810733509,0.666464218926649
0,night,13777,0,0.0,0.9670825470897718,0.0329174529102282
0,morning,13777,2,0.0628435437274444,0.6113427255494777,0.3258137307230778
0,morning,13777,1,0.0,0.515646936345558,0.484353063654442
0,morning,13777,0,0.0,0.9770719007942584,0.0229280992057416
0,afternoon,13777,2,0.1140835153297156,0.6422279393903657,0.2436885452799188
0,afternoon,13777,1,0.0,0.4040654706209403,0.5959345293790598
0,afternoon,13777,0,0.0,0.9816668713330045,0.0183331286669956
0,night,13778,2,0.0841675099436693,0.6925232083800972,0.2233092816762334
0,night,13778,1,0.0,0.6053131790010664,0.3946868209989336
0,night,13778,0,0.0,1.0,0.0
0,morning,13778,2,0.1830215106832729,0.5102379507955973,0.3067405385211297
0,morning,13778,1,0.0,0.6161746393522951,0.3838253606477048
0,morning,13778,0,0.0,1.0,0.0
0,afternoon,13778,2,0.1713257330151575,0.6018115585965466,0.2268627083882959
0,afternoon,13778,1,0.0,0.7108057130118839,0.2891942869881161
0,afternoon,13778,0,0.0,1.0,0.0
0,night,13779,2,0.0639646388315147,0.7381972863719488,0.1978380747965364
0,night,13779,1,0.0,0.5981890724591648,0.4018109275408352
0,night,13779,0,0.0,1.0,0.0
0,morning,13779,2,0.0890990624270635,0.6761683364965045,0.2347326010764319
0,morning,13779,1,0.1778146322875509,0.7061764926018679,0.1160088751105812
0,morning,13779,0,0.0,1.0,0.0
0,afternoon,13779,2,0.1978048609709062,0.652305032077579,0.1498901069515147
0,afternoon,13779,1,0.0,0.8599874058720121,0.1400125941279878
0,afternoon,13779,0,0.0,1.0,0.0
0,night,13931,2,0.266282831288157,0.5339956618523347,0.1997215068595081
0,night,13931,1,0.0,0.502448417971253,0.4975515820287469
0,night,13931,0,0.0,1.0,0.0
0,morning,13931,2,0.2342469647324322,0.4492833969728133,0.3164696382947543
0,morning,13931,1,0.0,0.5976913447521339,0.402308655247866
0,morning,13931,0,0.0,1.0,0.0
0,afternoon,13931,2,0.0358969933377881,0.7184561116879408,0.245646894974271
0,afternoon,13931,1,0.0,0.7519363114089468,0.2480636885910533
0,afternoon,13931,0,0.0,1.0,0.0
0,night,13934,2,0.0784623847826473,0.5723079840661018,0.3492296311512509
0,night,13934,1,0.0,0.7519363114089468,0.2480636885910533
0,night,13934,0,0.0,0.6256273608433289,0.374372639156671
0,morning,13934,2,0.1087536235735567,0.4939126019957392,0.3973337744307039
0,morning,13934,1,0.0,0.4230946566664746,0.5769053433335253
0,morning,13934,0,0.0,0.7465218472488776,0.2534781527511223
0,afternoon,13934,2,0.1138142994103478,0.5627677605395474,0.3234179400501048
0,afternoon,13934,1,0.0,0.8681893789490012,0.1318106210509988
0,afternoon,13934,0,0.0,0.6309969272861646,0.3690030727138352
0,night,13936,2,0.0525870995767467,0.7064903197130861,0.2409225807101672
0,night,13936,1,0.0,0.5257015917959451,0.4742984082040549
0,night,13936,0,0.0,0.9828128469651584,0.0171871530348414
0,morning,13936,2,0.0891693235305388,0.5957886455986953,0.3150420308707659
0,morning,13936,1,0.0228766113291829,0.6215758431799984,0.3555475454908187
0,morning,13936,0,0.0,0.9812588508157244,0.0187411491842755
0,afternoon,13936,2,0.1003958545609335,0.5975776191833332,0.3020265262557333
0,afternoon,13936,1,0.0,0.9064217013118884,0.0935782986881114
0,afternoon,13936,0,0.0,0.9844348847647348,0.015565115235265
0,night,13937,2,0.1797380633314207,0.6097662673725676,0.2104956692960116
0,night,13937,1,0.2111059305233249,0.4972989590433244,0.2915951104333505
0,night,13937,0,0.0,0.8092987930180879,0.1907012069819121
0,morning,13937,2,0.0912705282423135,0.6419142351136464,0.2668152366440399
0,morning,13937,1,0.0,0.5671382015129438,0.4328617984870562
0,morning,13937,0,0.0,0.7447643548494731,0.2552356451505267
0,afternoon,13937,2,0.119965145441732,0.6365374556148857,0.2434973989433821
0,afternoon,13937,1,0.1400016306044945,0.6624352400986706,0.1975631292968348
0,afternoon,13937,0,0.0,0.7926414081945004,0.2073585918054996
0,night,13938,2,0.2889561798362811,0.5180249322400575,0.1930188879236614
0,night,13938,1,0.0,0.7706792061740405,0.2293207938259594
0,night,13938,0,0.0,0.9992831764317364,0.0007168235682637
0,morning,13938,2,0.2342943468345839,0.4493157821486011,0.316389871016815
0,morning,13938,1,0.4057040068558803,0.3569114772630028,0.2373845158811168
0,morning,13938,0,0.0,0.9900532929471586,0.0099467070528413
0,afternoon,13938,2,0.2599355140524372,0.5344081242285527,0.20565636171901
0,afternoon,13938,1,0.4652232696548995,0.4504660394656006,0.0843106908794998
0,afternoon,13938,0,0.0,1.0,0.0
0,night,13940,2,0.2282962415567632,0.4544134801347166,0.3172902783085202
0,night,13940,1,0.0,0.628675415322684,0.3713245846773159
0,night,13940,0,0.0,0.7300924077849181,0.2699075922150818
0,morning,13940,2,0.1801090896448939,0.4801224687646058,0.3397684415905003
0,morning,13940,1,0.0,0.618059738935409,0.3819402610645911
0,morning,13940,0,0.0,0.7555995126071339,0.244400487392866
0,afternoon,13940,2,0.2213310357103006,0.4335360568411842,0.3451329074485152
0,afternoon,13940,1,0.0,0.5829882171697142,0.4170117828302858
0,afternoon,13940,0,0.0,0.7507151430465262,0.2492848569534738
1,night,13941,2,0.3330179176508648,0.346621565993174,0.3203605163559612
1,night,13941,1,0.0352466314701305,0.6888083341521785,0.2759450343776908
1,night,13941,0,0.0,0.4719136751545462,0.5280863248454538
1,morning,13941,2,0.336051015491679,0.3485444531590707,0.3154045313492502
1,morning,13941,1,0.0,0.5963933562127961,0.4036066437872038
1,morning,13941,0,0.0,0.3424081859829138,0.6575918140170862
1,afternoon,13941,2,0.3832364274796803,0.2869122427198093,0.3298513298005103
1,afternoon,13941,1,0.0,0.6798485273388988,0.3201514726611012
1,afternoon,13941,0,0.0,0.4752733623279035,0.5247266376720966
0,night,13942,2,0.1852710390586286,0.5124867071922024,0.302242253749169
0,night,13942,1,0.0,0.4267938314859522,0.5732061685140478
0,night,13942,0,0.0,0.663090737030364,0.3369092629696359
0,morning,13942,2,0.2174357082756524,0.3735598889115416,0.4090044028128061
0,morning,13942,1,0.0870094134745008,0.4970654082418178,0.4159251782836813
0,morning,13942,0,0.0,0.7255115237077082,0.2744884762922919
0,afternoon,13942,2,0.2316683577375984,0.4055864364159943,0.3627452058464071
0,afternoon,13942,1,0.0,0.5830641761299117,0.4169358238700882
0,afternoon,13942,0,0.0,0.6645252604225225,0.3354747395774775
0,night,13944,2,0.1904725255322613,0.479573905495233,0.3299535689725056
0,night,13944,1,0.0,0.5660633066014847,0.4339366933985152
0,night,13944,0,0.0,0.5563192021126396,0.4436807978873603
0,morning,13944,2,0.2598831443106888,0.3888407689620265,0.3512760867272846
0,morning,13944,1,0.3536448706251769,0.3458420583643579,0.3005130710104652
0,morning,13944,0,0.0,0.6972234867856087,0.3027765132143912
0,afternoon,13944,2,0.2276978713565357,0.4619905147210493,0.310311613922415
0,afternoon,13944,1,0.0,0.6507315108418024,0.3492684891581975
0,afternoon,13944,0,0.0,0.614117829492556,0.3858821705074439
1,night,13946,2,0.0718570102096562,0.4707970062268675,0.4573459835634761
1,night,13946,1,0.331905752893479,0.3592094144739979,0.308884832632523
1,night,13946,0,0.0,0.4089541956404731,0.5910458043595268
1,morning,13946,2,0.1032222901361944,0.5270473911323281,0.3697303187314775
1,morning,13946,1,0.0,0.6130257865593132,0.3869742134406868
1,morning,13946,0,0.0,0.4129385889663795,0.5870614110336204
1,afternoon,13946,2,0.0547183687833553,0.5183352178763624,0.4269464133402823
1,afternoon,13946,1,0.2312738956670763,0.5524554788046013,0.2162706255283221
1,afternoon,13946,0,0.0,0.4531900045051257,0.5468099954948744
1,night,13947,2,0.0678654259080008,0.597180096922452,0.3349544771695471
1,night,13947,1,0.3145432885907591,0.4281939479765693,0.2572627634326716
1,night,13947,0,0.0,0.7190493519542934,0.2809506480457066
1,morning,13947,2,0.048389241818643,0.618967059413825,0.3326436987675319
1,morning,13947,1,0.0267089933861038,0.5984525994511827,0.3748384071627135
1,morning,13947,0,0.0,0.6956824433564309,0.304317556643569
1,afternoon,13947,2,0.047379428161676,0.5996394593309669,0.3529811125073572
1,afternoon,13947,1,0.4793406814048034,0.3212379950564429,0.1994213235387536
1,afternoon,13947,0,0.0,0.7229529917204722,0.2770470082795278
1,night,13948,2,0.075238910970485,0.6910136153678602,0.2337474736616547
1,night,13948,1,0.4512087464114616,0.3978296091924183,0.1509616443961199
1,night,13948,0,0.0,0.9319859416719904,0.0680140583280096
1,morning,13948,2,0.0757165790812143,0.6874140503232734,0.2368693705955121
1,morning,13948,1,0.1805164736706516,0.5703311719725777,0.2491523543567704
1,morning,13948,0,0.0,0.945908049598233,0.054091950401767
1,afternoon,13948,2,0.1018356558481963,0.6871341528979945,0.2110301912538091
1,afternoon,13948,1,0.0,0.7894625285480376,0.2105374714519624
1,afternoon,13948,0,0.0,0.9202387555286984,0.0797612444713016
0,night,14099,2,0.2289114847779271,0.489655761295145,0.2814327539269279
0,night,14099,1,0.0,0.5087315431085261,0.4912684568914739
0,morning,14099,2,0.4567535267020602,0.3651866361945021,0.1780598371034376
0,morning,14099,1,0.0,0.6954852365916334,0.3045147634083666
0,afternoon,14099,2,0.5053128971950894,0.2497867525699529,0.2449003502349575
0,afternoon,14099,1,0.0,0.7617038351629029,0.2382961648370972
0,night,14103,2,0.1455553760212721,0.6669735084025976,0.1874711155761304
0,night,14103,1,0.2375744197343431,0.4834309131735289,0.2789946670921279
0,night,14103,0,0.0,0.7805720765325285,0.2194279234674715
0,morning,14103,2,0.1630805904222658,0.5588159262260926,0.2781034833516415
0,morning,14103,1,0.4039352740664555,0.270964343224836,0.3251003827087084
0,morning,14103,0,0.0,0.5842466681976222,0.4157533318023779
0,afternoon,14103,2,0.2222454206084141,0.6025874851499591,0.1751670942416267
0,afternoon,14103,1,0.4959875501109804,0.2818142887009315,0.2221981611880879
0,afternoon,14103,0,0.0,0.8285656327654745,0.1714343672345256
0,night,14104,2,0.1509695401580122,0.613810421463634,0.2352200383783539
0,night,14104,1,0.0,0.5130596750199248,0.4869403249800751
0,night,14104,0,0.0,0.7765512252406928,0.2234487747593072
0,morning,14104,2,0.0773966024442954,0.6942552378724176,0.2283481596832869
0,morning,14104,1,0.0,0.6528650260568598,0.3471349739431401
0,morning,14104,0,0.0,0.7557910932411236,0.2442089067588765
0,afternoon,14104,2,0.1115139759451554,0.663989959948321,0.2244960641065235
0,afternoon,14104,1,0.0,0.6772824566182613,0.3227175433817387
0,afternoon,14104,0,0.0,0.7208552451930169,0.2791447548069831
0,night,14106,2,0.3867973483234328,0.3869668429712603,0.2262358087053067
0,night,14106,1,0.0,0.6173361553938879,0.382663844606112
0,night,14106,0,0.0,0.9983178457984048,0.0016821542015951
0,morning,14106,2,0.2815073949773243,0.4399093661411775,0.278583238881498
0,morning,14106,1,0.0463674009389563,0.5314662599955304,0.4221663390655133
0,morning,14106,0,0.0,0.9818535927747354,0.0181464072252646
0,afternoon,14106,2,0.3804450312614573,0.3408266668809691,0.2787283018575735
0,afternoon,14106,1,0.0755916742155886,0.3150679420816671,0.6093403837027442
0,afternoon,14106,0,0.0,0.9928143050160187,0.0071856949839811
0,night,14107,2,0.4027875894035163,0.2950870349127084,0.3021253756837753
0,night,14107,1,0.165742716256927,0.4317623027600465,0.4024949809830264
0,night,14107,0,0.0,0.9580046628782516,0.0419953371217484
0,morning,14107,2,0.2632868152834293,0.3334823265666135,0.403230858149957
0,morning,14107,1,0.0829611397934648,0.3559886152472581,0.5610502449592771
0,morning,14107,0,0.0,0.954097553854606,0.0459024461453941
0,afternoon,14107,2,0.4576947309447544,0.2768770396789541,0.2654282293762914
0,afternoon,14107,1,0.4087728611810602,0.2925349969280451,0.2986921418908946
0,afternoon,14107,0,0.0,0.9778705342446472,0.0221294657553527
1,night,14108,2,0.1697678236440358,0.5058313160171832,0.3244008603387809
1,night,14108,1,0.0,0.4706726087866371,0.5293273912133629
1,night,14108,0,0.0,0.6023178931570893,0.3976821068429107
1,morning,14108,2,0.0973496587260878,0.5512153615830769,0.3514349796908353
1,morning,14108,1,0.0,0.5116358485732138,0.4883641514267862
1,morning,14108,0,0.0,0.6240573440015057,0.3759426559984942
1,afternoon,14108,2,0.120358431557392,0.565547141557257,0.3140944268853509
1,afternoon,14108,1,0.0,0.5710928258956183,0.4289071741043818
1,afternoon,14108,0,0.0,0.6094649850289253,0.3905350149710746
1,night,14109,2,0.207690697152629,0.4476076081537127,0.3447016946936581
1,night,14109,1,0.0283440630635441,0.6330453573276474,0.3386105796088085
1,night,14109,0,0.0,0.534947603642732,0.465052396357268
1,morning,14109,2,0.2631495223443718,0.3991696046222157,0.3376808730334125
1,morning,14109,1,0.3336050210541844,0.3612556563693393,0.3051393225764762
1,morning,14109,0,0.0,0.598483372335724,0.401516627664276
1,afternoon,14109,2,0.1923163970949892,0.4546368717745105,0.3530467311305001
1,afternoon,14109,1,0.3685481686941925,0.4105975137502313,0.2208543175555761
1,afternoon,14109,0,0.0,0.5440226487614994,0.4559773512385006
1,night,14111,2,0.2578991403280738,0.3381752417606006,0.4039256179113255
1,night,14111,1,0.1481060947092315,0.2137289644525591,0.6381649408382093
1,night,14111,0,0.7511432131598017,0.1543416038628452,0.094515182977353
1,morning,14111,2,0.2766210355396757,0.3391413121044851,0.3842376523558391
1,morning,14111,1,0.2952614054202434,0.2812414964350777,0.4234970981446789
1,morning,14111,0,0.7709337859721268,0.1316903905354398,0.0973758234924333
1,afternoon,14111,2,0.3071202431788452,0.3203613429642106,0.3725184138569442
1,afternoon,14111,1,0.4432460845490911,0.2079015514086094,0.3488523640422995
1,afternoon,14111,0,0.7772174149124043,0.1409628609170103,0.0818197241705853
0,night,14112,2,0.3644516134897136,0.3067298800130058,0.3288185064972804
0,night,14112,1,0.0,0.2254121859023287,0.7745878140976713
0,night,14112,0,0.1648589550700393,0.333588563543889,0.5015524813860716
0,morning,14112,2,0.4672129184526864,0.2477497264153449,0.2850373551319685
0,morning,14112,1,0.5440760927888534,0.14883311632648,0.3070907908846665
0,morning,14112,0,0.2145337221328412,0.2918525215410602,0.4936137563260985
0,afternoon,14112,2,0.3054434501539858,0.3262219550888201,0.3683345947571941
0,afternoon,14112,1,0.2198345551668827,0.2210422724245302,0.5591231724085869
0,afternoon,14112,0,0.1077846602063108,0.3569774463998135,0.5352378933938756
0,night,14114,2,0.2027389463131579,0.4067006282385698,0.3905604254482723
0,night,14114,1,0.5847269177679285,0.2693972786214259,0.1458758036106455
0,night,14114,0,0.0,0.5486525605053689,0.4513474394946311
0,morning,14114,2,0.1702516003214237,0.4179991769993187,0.4117492226792577
0,morning,14114,1,0.475337824574703,0.2642561966198919,0.260405978805405
0,morning,14114,0,0.0,0.6028675403153778,0.3971324596846222
0,afternoon,14114,2,0.2094250376326529,0.4155753222565372,0.3749996401108098
0,afternoon,14114,1,0.8096920020959102,0.1107958465635923,0.0795121513404974
0,afternoon,14114,0,0.0,0.5126768763282276,0.4873231236717725
0,night,14115,2,0.335850728747835,0.3240544670366894,0.3400948042154754
0,night,14115,1,0.0,0.4754387727821108,0.5245612272178891
0,night,14115,0,0.0,0.9508146533927844,0.0491853466072154
0,morning,14115,2,0.4871420907255271,0.243692980533154,0.2691649287413188
0,morning,14115,1,0.0,0.5362561265014683,0.4637438734985317
0,morning,14115,0,0.0,0.8842326737902675,0.1157673262097325
0,afternoon,14115,2,0.3472321567001779,0.3590070079987533,0.2937608353010687
0,afternoon,14115,1,0.0,0.4857766648584503,0.5142233351415496
0,afternoon,14115,0,0.0,0.94127331356717,0.0587266864328301
1,night,14116,2,0.1809986946960255,0.4296917084660026,0.3893095968379718
1,night,14116,1,0.0193449805724361,0.3210000763006786,0.6596549431268852
1,night,14116,0,0.0,0.3729673679507098,0.6270326320492902
1,morning,14116,2,0.1827275299452751,0.4317355590657548,0.3855369109889701
1,morning,14116,1,0.2327574469012492,0.395047207000704,0.3721953460980466
1,morning,14116,0,0.0,0.4323363815642078,0.5676636184357923
1,afternoon,14116,2,0.1732944469938055,0.4262224756644806,0.4004830773417138
1,afternoon,14116,1,0.1218879695755412,0.2012957101878324,0.6768163202366263
1,afternoon,14116,0,0.0,0.3781271645650538,0.6218728354349462
1,night,14117,2,0.1463562852691285,0.4602206010247885,0.3934231137060829
1,night,14117,1,0.309850541834046,0.4727247842357026,0.2174246739302514
1,night,14117,0,0.0,0.3272993494128903,0.6727006505871097
1,morning,14117,2,0.0993219703060479,0.4705271327928083,0.4301508969011438
1,morning,14117,1,0.0173790918277334,0.6722014106079611,0.3104194975643055
